filename,width,height,class,xmin,ymin,xmax,ymax
P00071.jpg,834,593,Knife,67.822,306.463,284.005,524.973
P00071.jpg,834,593,Knife,34.971,316.083,118.689,535.968
P00071.jpg,834,593,Knife,41.329,303.715,450.381,393.043
P00072.jpg,818,578,Knife,29.103,214.992,110.175,456.104
P00073.jpg,843,577,Knife,27.85,152.44,137.108,400.49
P00074.jpg,825,567,Knife,53.463,270.688,110.07,462.535
P00075.jpg,849,584,Knife,709.837,107.597,779.958,455.425
P00076.jpg,835,609,Knife,569.752,189.827,770.28,408.587
P00076.jpg,835,609,Knife,720.413,187.005,781.95,408.587
P00076.jpg,835,609,Gun,524.13,275.214,685.4,385.3
P00076.jpg,835,609,Gun,530.496,376.832,660.997,421.29
P00076.jpg,835,609,Knife,379.835,352.839,778.767,440.343
P00077.jpg,832,556,Knife,599.421,77.956,729.454,428.436
P00078.jpg,836,580,Knife,47.802,249.34,194.394,473.812
P00079.jpg,844,620,Knife,66.49,219.119,145.85,493.557
P00080.jpg,853,614,Gun,143.07,339.372,298.062,454.63
P00080.jpg,853,614,Gun,181.005,156.524,339.249,263.956
P00080.jpg,853,614,Knife,80.206,297.395,208.102,545.699
P00080.jpg,853,614,Knife,49.858,295.972,466.061,397.713
P00081.jpg,1512,609,Knife,347.741,88.21,893.367,343.665
P00081.jpg,1512,609,Gun,699.324,92.444,947.161,241.342
P00081.jpg,1512,609,Gun,341.977,280.86,609.027,398.002
P00082.jpg,679,468,Gun,296.793,304.769,476.249,381.775
P00082.jpg,679,468,Gun,251.066,296.093,440.875,373.098
P00082.jpg,679,468,Knife,25.02,324.834,389.109,452.273
P00083.jpg,873,613,Gun,167.501,355.867,344.985,478.751
P00083.jpg,873,613,Gun,207.435,205.991,366.061,296.911
P00083.jpg,873,613,Knife,88.742,333.847,283.975,570.381
P00083.jpg,873,613,Knife,72.103,338.819,155.299,573.222
P00083.jpg,873,613,Knife,75.431,279.153,509.158,468.096
P00084.jpg,847,594,Knife,35.516,320.746,468.164,490.756
P00084.jpg,847,594,Knife,74.26,287.708,212.019,540.313
P00084.jpg,847,594,Gun,212.019,189.282,343.32,280.825
P00084.jpg,847,594,Gun,150.673,343.46,303.499,457.029
P00084.jpg,847,594,Knife,34.44,231.956,82.87,503.833
P00085.jpg,860,613,Gun,144.244,331.716,283.024,438.263
P00085.jpg,860,613,Gun,222.922,186.102,374.816,284.835
P00085.jpg,860,613,Knife,41.525,349.474,468.793,495.798
P00085.jpg,860,613,Knife,86.328,262.105,170.47,527.052
P00085.jpg,860,613,Knife,42.618,188.943,104.905,438.263
P00086.jpg,838,584,Knife,69.212,169.177,109.675,433.094
P00086.jpg,838,584,Knife,34.074,226.021,474.902,421.59
P00086.jpg,838,584,Gun,169.304,393.845,320.506,476.403
P00086.jpg,838,584,Gun,74.536,256.473,212.961,372.867
P00087.jpg,861,597,Knife,385.098,226.902,806.299,372.174
P00087.jpg,861,597,Knife,718.776,255.956,805.205,486.316
P00087.jpg,861,597,Gun,613.75,254.572,759.255,379.092
P00087.jpg,861,597,Gun,499.971,275.326,647.665,317.524
P00088.jpg,831,575,Knife,23.23,223.87,467.767,411.761
P00088.jpg,831,575,Knife,50.684,127.26,102.423,395.104
P00088.jpg,831,575,Gun,146.771,368.453,304.102,459.067
P00088.jpg,831,575,Gun,66.522,240.527,224.909,358.459
P00089.jpg,872,626,Gun,204.981,390.253,353.454,501.961
P00089.jpg,872,626,Gun,75.344,293.052,171.741,393.879
P00089.jpg,872,626,Knife,72.02,243.001,130.745,438.853
P00089.jpg,872,626,Knife,45.428,203.831,457.606,424.345
P00089.jpg,872,626,Knife,43.212,245.177,115.233,532.426
P00090.jpg,885,617,Knife,79.841,217.344,116.95,421.819
P00090.jpg,885,617,Knife,31.487,200.185,458.806,418.244
P00090.jpg,885,617,Gun,187.795,365.338,330.61,475.44
P00090.jpg,885,617,Gun,64.098,278.83,167.554,383.212
P00090.jpg,885,617,Knife,58.475,292.414,121.449,514.048
P00091.jpg,856,571,Gun,470.963,136.961,641.728,239.516
P00091.jpg,856,571,Gun,245.814,148.87,338.267,257.38
P00091.jpg,856,571,Knife,364.371,405.589,701.55,479.031
P00091.jpg,856,571,Knife,280.62,328.176,729.83,482.34
P00091.jpg,856,571,Knife,490.541,472.415,800.529,515.422
P00092.jpg,888,612,Knife,453.591,510.591,768.396,603.49
P00092.jpg,888,612,Knife,353.169,431.166,696.183,555.268
P00092.jpg,888,612,Knife,276.442,343.94,739.06,563.068
P00092.jpg,888,612,Gun,519.034,183.671,696.183,291.462
P00092.jpg,888,612,Gun,295.624,156.723,407.329,276.57
P00093.jpg,690,516,Knife,282.313,322.276,688.247,478.929
P00093.jpg,690,516,Gun,264.778,127.356,496.239,265.474
P00093.jpg,690,516,Gun,455.909,196.714,603.202,278.03
P00094.jpg,811,620,Gun,186.52,350.591,426.625,468.413
P00094.jpg,811,620,Gun,60.799,291.68,248.349,407.346
P00094.jpg,811,620,Knife,50.494,449.733,459.601,601.321
P00095.jpg,768,415,Knife,28.3,193.314,427.426,249.096
P00095.jpg,768,415,Gun,161.017,74.537,351.309,138.013
P00096.jpg,840,582,Knife,60.839,125.437,367.166,174.667
P00096.jpg,840,582,Knife,43.761,145.669,462.16,279.198
P00096.jpg,840,582,Gun,163.304,376.311,329.809,478.818
P00096.jpg,840,582,Gun,397.052,354.056,532.605,476.121
P00097.jpg,663,483,Knife,137.318,404.645,541.689,460.613
P00097.jpg,663,483,Gun,319.285,137.121,555.168,249.615
P00097.jpg,663,483,Gun,412.795,250.735,605.714,367.707
P00098.jpg,844,581,Gun,167.299,393.841,298.135,475.302
P00098.jpg,844,581,Gun,374.277,352.101,510.475,476.649
P00098.jpg,844,581,Knife,55.766,138.013,360.335,171.674
P00098.jpg,844,581,Knife,108.315,167.635,431.116,228.899
P00098.jpg,844,581,Knife,52.549,175.041,457.926,280.065
P00099.jpg,868,611,Knife,461.022,497.013,765.428,583.388
P00099.jpg,868,611,Knife,414.699,450.285,749.987,531.705
P00099.jpg,868,611,Knife,367.273,403.557,786.384,531.705
P00099.jpg,868,611,Gun,411.39,213.107,508.447,324.262
P00099.jpg,868,611,Gun,580.137,224.435,721.311,318.598
P00100.jpg,850,582,Gun,163.088,408.007,291.614,488.26
P00100.jpg,850,582,Gun,366.137,378.334,457.942,486.911
P00100.jpg,850,582,Knife,118.806,184.109,425.54,233.34
P00100.jpg,850,582,Knife,83.164,221.875,401.779,258.292
P00100.jpg,850,582,Knife,58.323,246.153,460.102,302.802
P00101.jpg,848,579,Knife,485.957,407.917,786.582,453.539
P00101.jpg,848,579,Knife,437.469,371.687,768.264,422.677
P00101.jpg,848,579,Knife,392.213,312.647,795.202,412.613
P00101.jpg,848,579,Gun,469.794,144.247,588.32,258.302
P00101.jpg,848,579,Gun,612.025,149.614,801.667,269.037
P00102.jpg,885,651,Knife,59.6,226.304,367.719,276.845
P00102.jpg,885,651,Knife,78.717,264.021,409.327,303.247
P00102.jpg,885,651,Knife,59.6,279.862,470.051,361.331
P00102.jpg,885,651,Gun,78.717,425.451,238.399,555.952
P00102.jpg,885,651,Gun,285.629,423.188,369.968,530.305
P00103.jpg,848,598,Gun,234.897,379.034,337.26,490.596
P00103.jpg,848,598,Gun,34.48,372.104,209.037,502.375
P00103.jpg,848,598,Knife,60.341,186.399,362.043,216.888
P00103.jpg,848,598,Knife,78.658,227.282,398.679,244.605
P00103.jpg,848,598,Knife,52.798,246.684,452.554,304.89
P00104.jpg,666,460,Knife,214.102,377.914,612.686,411.495
P00104.jpg,666,460,Gun,477.286,125.261,605.916,299.027
P00104.jpg,666,460,Gun,449.36,241.993,649.075,354.461
P00105.jpg,840,562,Gun,224.142,342.54,333.011,455.852
P00105.jpg,840,562,Gun,22.414,330.818,202.795,457.805
P00105.jpg,840,562,Knife,76.849,143.919,374.638,184.294
P00105.jpg,840,562,Knife,88.59,182.341,407.726,216.855
P00105.jpg,840,562,Knife,54.435,196.667,464.295,281.977
P00106.jpg,663,466,Knife,52.231,325.606,442.281,433.601
P00106.jpg,663,466,Gun,17.691,173.333,214.822,281.868
P00106.jpg,663,466,Gun,69.922,177.652,205.555,336.946
P00107.jpg,844,550,Gun,231.644,335.863,334.597,449.305
P00107.jpg,844,550,Gun,25.738,323.754,203.761,451.854
P00107.jpg,844,550,Knife,72.925,140.209,368.915,165.701
P00107.jpg,844,550,Knife,87.939,171.437,408.595,201.39
P00107.jpg,844,550,Knife,54.694,188.007,464.361,262.572
P00108.jpg,864,579,Knife,84.534,143.576,390.831,181.818
P00108.jpg,864,579,Knife,106.49,176.451,429.255,218.718
P00108.jpg,864,579,Knife,70.262,192.553,480.854,287.152
P00108.jpg,864,579,Gun,218.47,341.496,333.743,456.893
P00108.jpg,864,579,Gun,20.859,324.052,203.1,452.868
P00109.jpg,685,500,Gun,493.513,133.256,591.868,303.013
P00109.jpg,685,500,Gun,485.68,244.496,654.536,340.672
P00109.jpg,685,500,Knife,250.673,362.688,650.184,458.864
P00110.jpg,876,593,Gun,235.975,375.864,328.361,485.806
P00110.jpg,876,593,Gun,35.619,371.742,199.243,503.672
P00110.jpg,876,593,Knife,50.089,177.282,356.188,215.074
P00110.jpg,876,593,Knife,81.255,217.136,397.372,243.247
P00110.jpg,876,593,Knife,52.315,236.375,454.14,307.151
P00111.jpg,840,573,Knife,66.175,162.671,363.964,190.557
P00111.jpg,840,573,Knife,81.118,197.197,403.456,222.428
P00111.jpg,840,573,Knife,50.165,215.124,457.891,291.48
P00111.jpg,840,573,Gun,211.334,355.884,326.607,466.102
P00111.jpg,840,573,Gun,19.212,349.244,188.92,479.381
P00112.jpg,846,578,Gun,218.219,370.375,312.816,479.546
P00112.jpg,846,578,Gun,23.649,360.999,179.52,490.932
P00112.jpg,846,578,Knife,52.673,163.421,355.814,200.257
P00112.jpg,846,578,Knife,76.323,198.918,402.038,225.708
P00112.jpg,846,578,Knife,50.524,217.671,451.487,288.665
P00113.jpg,847,579,Knife,58.117,150.956,358.388,203.287
P00113.jpg,847,579,Knife,77.489,189.869,399.285,227.44
P00113.jpg,847,579,Knife,50.583,214.022,454.173,288.494
P00113.jpg,847,579,Gun,24.753,353.572,174.351,483.73
P00113.jpg,847,579,Gun,217.4,366.991,311.033,478.363
P00114.jpg,670,465,Knife,173.672,359.392,578.056,430.516
P00114.jpg,670,465,Gun,441.842,244.085,644.46,366.396
P00114.jpg,670,465,Gun,458.018,128.778,628.285,310.359
P00115.jpg,849,585,Gun,216.835,373.505,310.689,483.32
P00115.jpg,849,585,Gun,28.048,330.8,181.235,460.95
P00115.jpg,849,585,Knife,52.86,152.52,357.076,206.072
P00115.jpg,849,585,Knife,74.436,191.159,398.07,227.764
P00115.jpg,849,585,Knife,52.86,220.307,452.009,275.214
P00116.jpg,889,623,Knife,55.351,181.197,358.085,241.115
P00116.jpg,889,623,Knife,83.591,220.902,410.047,262.772
P00116.jpg,889,623,Knife,57.61,253.387,458.62,308.973
P00116.jpg,889,623,Gun,48.573,368.891,194.292,493.058
P00116.jpg,889,623,Gun,239.476,402.82,328.715,506.774
P00117.jpg,879,607,Gun,233.432,390.365,326.135,495.166
P00117.jpg,879,607,Gun,35.741,355.197,194.341,481.098
P00117.jpg,879,607,Knife,55.845,175.137,361.875,219.448
P00117.jpg,879,607,Knife,90.469,215.932,406.551,243.363
P00117.jpg,879,607,Knife,58.079,241.956,461.28,297.521
P00118.jpg,850,608,Knife,51.842,173.312,357.497,221.924
P00118.jpg,850,608,Knife,74.524,214.174,398.539,245.877
P00118.jpg,850,608,Knife,54.003,230.378,452.541,305.761
P00118.jpg,850,608,Gun,224.651,388.895,317.535,494.572
P00118.jpg,850,608,Gun,27.001,357.191,185.769,484.005
P00119.jpg,849,602,Knife,55.018,175.787,357.076,219.036
P00119.jpg,849,602,Knife,81.987,219.036,399.149,241.358
P00119.jpg,849,602,Knife,56.097,246.241,453.088,299.954
P00119.jpg,849,602,Gun,221.15,385.057,315.004,490.389
P00119.jpg,849,602,Gun,33.442,364.827,177.999,491.087
P00120.jpg,679,487,Gun,483.151,120.762,599.625,295.699
P00120.jpg,679,487,Gun,468.484,239.268,652.254,344.229
P00120.jpg,679,487,Knife,227.771,378.652,633.273,450.32
P00121.jpg,841,575,Knife,441.338,443.743,751.236,500.377
P00121.jpg,841,575,Knife,418.897,410.429,754.442,467.729
P00121.jpg,841,575,Knife,366.535,351.796,784.363,466.396
P00121.jpg,841,575,Gun,575.983,179.229,666.816,281.17
P00121.jpg,841,575,Gun,721.315,192.555,784.363,299.16
P00122.jpg,844,587,Knife,64.346,161.884,364.625,205.416
P00122.jpg,844,587,Knife,81.504,202.015,398.943,226.502
P00122.jpg,844,587,Knife,52.549,224.461,453.637,282.957
P00122.jpg,844,587,Gun,153.357,377.503,247.731,485.652
P00122.jpg,844,587,Gun,62.201,349.615,114.75,477.49
P00123.jpg,673,504,Gun,435.269,225.428,552.424,393.038
P00123.jpg,673,504,Gun,427.573,176.955,643.925,313.613
P00123.jpg,673,504,Knife,174.45,89.353,578.079,139.578
P00124.jpg,837,565,Knife,51.05,465.487,358.41,493.638
P00124.jpg,837,565,Knife,78.701,437.335,395.634,462.868
P00124.jpg,837,565,Knife,47.859,377.103,450.938,448.465
P00124.jpg,837,565,Gun,151.022,189.861,247.803,290.029
P00124.jpg,837,565,Gun,59.558,199.027,105.29,318.835
P00125.jpg,846,580,Gun,146.196,366.28,240.793,474.484
P00125.jpg,846,580,Gun,65.573,336.709,115.022,467.764
P00125.jpg,846,580,Knife,59.123,160.626,362.264,188.853
P00125.jpg,846,580,Knife,81.698,196.918,405.263,215.064
P00125.jpg,846,580,Knife,50.524,207.671,452.562,271.518
P00126.jpg,841,573,Knife,57.705,144.744,366.535,181.262
P00126.jpg,841,573,Knife,80.146,179.934,400.731,208.484
P00126.jpg,841,573,Knife,54.499,194.541,456.299,257.618
P00126.jpg,841,573,Gun,152.812,353.892,247.919,466.102
P00126.jpg,841,573,Gun,64.117,327.998,115.41,458.134
P00127.jpg,831,564,Gun,147.827,199.981,236.524,296.051
P00127.jpg,831,564,Gun,55.963,216.32,101.367,333.956
P00127.jpg,831,564,Knife,55.963,467.277,364.288,509.103
P00127.jpg,831,564,Knife,79.193,439.175,401.245,474.466
P00127.jpg,831,564,Knife,49.628,384.932,460.376,477.733
P00128.jpg,842,561,Gun,129.456,350.381,239.654,459.591
P00128.jpg,842,561,Gun,64.193,352.331,115.548,476.492
P00128.jpg,842,561,Knife,86.661,193.717,412.976,250.272
P00128.jpg,842,561,Knife,42.795,165.115,329.525,324.379
P00128.jpg,842,561,Knife,54.564,202.818,465.4,299.677
P00129.jpg,842,578,Gun,129.456,202.936,237.515,306.749
P00129.jpg,842,578,Gun,54.564,188.871,110.198,312.776
P00129.jpg,842,578,Knife,27.817,338.227,315.616,475.527
P00129.jpg,842,578,Knife,78.102,425.295,392.648,458.783
P00129.jpg,842,578,Knife,46.005,373.724,451.492,454.765
P00130.jpg,832,554,Gun,53.916,194.51,100.432,313.912
P00130.jpg,832,554,Gun,127.919,201.571,224.122,301.073
P00130.jpg,832,554,Knife,72.945,417.907,397.499,469.905
P00130.jpg,832,554,Knife,56.03,387.736,347.812,469.905
